API/UWI,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Operator (Reported),Survey,Entity ID,Last 12 Oil,Last 12 Gas,Last 12 Water,Other No.
42355338020000,"MAGNUM PRODUCING, LP",FULLER,1,NUECES (TX),VICKSBURG CONSL.,GAS,INACTIVE,V,9500.00000,2006-11-24,2007-01-01,2015-02-01,74,69823.0000,,744.0000,,,91.0000,0.0000,12381.0000,,,14121.0000,127.0000,GULF COAST WEST,30773.0000,5256.0000,0.0000,,0.0000,51.0000,307.0000,306750.0000,0,11,983,2008-03-06,0,300.0000,400.0000,,,93850.00,,0.0000,0.0000,14121.0000,1,70.0000,1,2354.0000,1,14.0000,1,7904.00000,7910.00000,0.670000,50.400000,2006-12-29,1,1,"DCP OPERATING COMPANY, LP","DCP OPERATING COMPANY, LP",225615,6.00,,AGUA DULCE,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.7853932,111,-97.8092387,,,P-330,"MAGNUM PRODUCING, LP","DE LA FUENTE, A",118420614,,157.0000,0.0000,0
42297346900000,"MAGNUM PRODUCING, LP",SMITH GAS UNIT,1,LIVE OAK (TX),9250 WILCOX,GAS,P & A,D,14193.00000,2006-09-11,2006-11-01,2007-12-01,14,217800.0000,,2504.0000,,10,1605.0000,2629.0000,38804.0000,EAGLE FORD DRY,,591.0000,2218.0000,GULF COAST WEST,171845.0000,30859.0000,1975.0000,EAGLEFORD,31.0000,354.0000,1938.0000,2124387.0000,48,963,60669,2009-10-01,697,0.0000,0.0000,62390.00,101966.9050,86980.00,9.8070,16.0000,6.2000,60078.0000,2,963.0000,1,10976.0000,2,66.0000,2,8952.00000,8962.00000,0.660000,48.000000,2006-11-10,1,1,"GULF COAST ENERGY, INC.","GULFMARK ENERGY, INC.",225041,10.00,,KENDALL,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.3325113,145,-98.1327597,,,P-330,"MAGNUM PRODUCING, LP",CAMERON CSL,117422093,1541.0000,157131.0000,1932.0000,0
42239333530000,"MAGNUM PRODUCING, LP",WILLIAMS,1,JACKSON (TX),9250,GAS,INACTIVE,V,10850.00000,2006-03-28,2006-12-01,2017-04-01,125,277879.0000,,30139.0000,,,67.0000,1980.0000,76452.0000,,1566,10800.0000,8658.0000,GULF COAST WEST,57768.0000,18286.0000,144.0000,,75.0000,165.0000,539.0000,991258.0000,1,731,13498,2011-05-20,164,983.0000,2600.0000,7150.00,27743.9760,9220.00,36.0440,139.8000,0.0000,16713.0000,2,2336.0000,2,5122.0000,2,31.0000,2,9124.00000,9134.00000,0.730000,51.500000,2006-12-15,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",224928,10.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1769308,3,-96.7686063,,,P-330,"MAGNUM PRODUCING, LP","ALLEY, J",117250551,332.0000,9211.0000,111.0000,0
42481336350000,"MAGNUM PRODUCING, LP",RASMUSSEN,2,WHARTON (TX),5040,GAS,WORKED OVER TO ANOTHER ZONE,V,7314.00000,1993-05-17,2006-11-01,2008-04-01,16,74531.0000,,,,,1005.0000,83299.0000,12422.0000,,,5887.0000,0.0000,GULF COAST CENTRAL,23637.0000,3940.0000,26418.0000,,0.0000,41.0000,245.0000,245129.0000,1123,,23637,2007-12-16,26418,200.0000,1900.0000,,,,,0.0000,0.0000,9314.0000,10,,,1552.0000,10,9.0000,10,5056.00000,5059.00000,0.570000,,2006-11-03,1,1,KERR-MCGEE OIL & GAS ONSHORE LP,"FLINT HILLS RESOURCES, LP",223951,3.00,,"LOUISE, N.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,36,USA,,,29.2488663,607,-96.4440691,,,P-330,"MAGNUM PRODUCING, LP",WC RR CO,116484213,,50894.0000,56881.0000,0
42239333530000,"MAGNUM PRODUCING, LP",WILLIAMS,1,JACKSON (TX),MIDDLE WILCOX,GAS,WORKED OVER TO ANOTHER ZONE,V,10850.00000,2006-03-28,2006-05-01,2006-11-01,7,18846.0000,,2151.0000,,131,1000.0000,0.0000,5292.0000,,391,3314.0000,2020.0000,GULF COAST WEST,17846.0000,4994.0000,0.0000,,24.0000,58.0000,202.0000,345433.0000,0,,,,,,,8430.00,8761.5060,8760.00,114.1360,118.6000,131.0000,6055.0000,2,718.0000,2,1727.0000,2,10.0000,2,9956.00000,9964.00000,0.710000,54.300000,2006-04-27,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,223863,8.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1769308,3,-96.7686063,,,P-330,"MAGNUM PRODUCING, LP","ALLEY, J",116311544,2151.0000,18846.0000,0.0000,0
42245323940000,"MAGNUM PRODUCING, LP",FRIENDSHIP,5,JEFFERSON (TX),"FRIO 10,100",GAS,INACTIVE,V,10400.00000,2005-02-20,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,2016-05-01,,0.0000,0.0000,,,,,,,,,,,,,,,10075.00000,10128.00000,,,2005-03-21,1,,"DCP OPERATING COMPANY, LP",SUNOCO PTNRS. MKTG.&TERMINALS LP,223401,53.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,164,USA,,,29.7785259,623,-94.2835010,,,P-330,"MAGNUM PRODUCING, LP",T&NO RR CO,116306499,,,,0
42469339690000,"MAGNUM PRODUCING, LP",KUTCHKA,,VICTORIA (TX),FRIO 4270,OIL,INACTIVE,V,4800.00000,2005-01-06,2006-03-01,2007-06-01,9,2419.0000,,2517.0000,,22,,0.0000,2920.0000,,22,,344.0000,GULF COAST WEST,12.0000,346.0000,0.0000,,11.0000,11.0000,0.0000,64800.0000,0,344,12,2007-05-01,0,,,40.00,1107.6850,960.00,902.7840,26833.3000,,2407.0000,14,746.0000,10,746.0000,10,4.0000,10,4280.00000,4393.00000,,28.200000,2006-03-27,1,1,ONYX PIPELINE COMPANY,SHELL TRADING (US) COMPANY,09072,113.00,,"GARCITAS CREEK, N.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9405506,389,-96.8681689,,,P-330,"MAGNUM PRODUCING, LP","ALLEN, W H",116128557,2173.0000,2407.0000,0.0000,0
42089324820000,"MAGNUM PRODUCING, LP","ANDERSON, MARK N., ET UX",1,COLORADO (TX),YEGUA 6000,GAS,INACTIVE,V,7000.00000,2006-06-01,2006-09-01,2006-12-01,4,16729.0000,,22.0000,,22,1934.0000,0.0000,2810.0000,,,3083.0000,,GULF COAST CENTRAL,,,,EAGLEBINE,0.0000,33.0000,200.0000,200032.0000,0,,,2007-11-01,,0.0000,0.0000,,760409.0910,760410.00,1.3150,0.0000,11.4000,6201.0000,2,22.0000,1,1034.0000,2,6.0000,2,6038.00000,6041.00000,0.610000,52.400000,2006-04-24,1,1,SAN FELIPE PIPELINE L.P.,SHELL TRADING (US) COMPANY,221747,3.00,,"CHESTERVILLE, N.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,21,USA,,,29.6272137,248,-96.2443465,,,P-330,"MAGNUM PRODUCING, LP",GH&H RR CO,116126869,22.0000,16729.0000,0.0000,0
42339310730000,"MAGNUM PRODUCING, LP",BREWER GAS UNIT,1,MONTGOMERY (TX),,GAS,P & A,V,11040.00000,2006-01-27,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-22,1,,,,221752,,,WILDCAT,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.2113424,575,-95.3113723,,,P-330,"MAGNUM PRODUCING, LP",T&NO RR CO,116126863,,,,0
42469339690000,"MAGNUM PRODUCING, LP",KUTCHKA,1 C,VICTORIA (TX),FRIO 3780,GAS,P & A,V,4800.00000,2005-01-06,2006-03-01,2006-08-01,6,45772.0000,,8.0000,,7,3562.0000,0.0000,7637.0000,,,2178.0000,8.0000,GULF COAST WEST,45772.0000,7637.0000,0.0000,,0.0000,83.0000,498.0000,498067.0000,0,,,2007-05-01,,0.0000,0.0000,14936000.00,5721500.0000,5721500.00,0.1750,0.1000,2.0000,14936.0000,2,7.0000,5,2490.0000,2,15.0000,2,3746.00000,3752.00000,0.560000,,2006-03-27,1,1,ONYX PIPELINE COMPANY,SHELL TRADING (US) COMPANY,220555,6.00,,"GARCITAS CREEK, N.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9405506,389,-96.8681689,,,P-330,"MAGNUM PRODUCING, LP","ALLEN, W H",115485277,8.0000,45772.0000,0.0000,0
42297346490000,"MAGNUM PRODUCING, LP",MEIDER,101,LIVE OAK (TX),SLICK,GAS,INACTIVE,V,7671.00000,2006-01-28,2006-06-01,2010-10-01,53,156690.0000,,849.0000,,,4.0000,698.0000,26964.0000,EAGLE FORD DRY,39,3505.0000,247.0000,GULF COAST WEST,36375.0000,6310.0000,161.0000,EAGLEFORD,1.0000,38.0000,217.0000,225065.0000,0,103,19147,2016-10-01,84,0.0000,0.0000,168430.00,462566.6670,184560.00,2.1620,5.9000,0.0000,6996.0000,3,53.0000,7,1211.0000,3,7.0000,3,7478.00000,7488.00000,0.780000,50.900000,2006-06-05,1,1,"MAGNUM PRODUCING, LP","CALUMET SAN ANTONIO REFINING,LLC",221008,10.00,,COQUAT,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.4545707,478,-98.0329820,,,P-330,"MAGNUM PRODUCING, LP","WALLER, H",115485270,30.0000,13877.0000,63.0000,0
42025333730000,"MAGNUM PRODUCING, LP",MARTIN UNIT,2,BEE (TX),SLICK FIRST,GAS,INACTIVE,V,9800.00000,2005-01-03,2006-03-01,2015-12-01,114,1238699.0000,,35578.0000,,,5.0000,3655.0000,242028.0000,EAGLE FORD DRY,,718.0000,8564.0000,GULF COAST WEST,261089.0000,52079.0000,579.0000,EAGLEFORD,24.0000,193.0000,1019.0000,1160400.0000,0,,944,2010-05-08,11,640.0000,1669.0000,43170.00,,34820.00,,23.2000,0.0000,60035.0000,7,2178.0000,4,11965.0000,6,72.0000,6,9579.00000,9594.00000,0.660000,50.700000,2006-03-22,1,1,"MAGNUM PRODUCING, LP","PLAINS MARKETING, L.P.",220079,15.00,,"THEIS, SOUTH",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.4551413,299,-97.8567595,,,P-330,"MAGNUM PRODUCING, LP","SIMS, W",115223295,,473.0000,3.0000,0
42285332160000,"MAGNUM PRODUCING, LP","BORCHERS ""B""",3,LAVACA (TX),2300,GAS,WORKED OVER TO ANOTHER ZONE,V,3200.00000,2005-12-11,2006-01-01,2007-01-01,11,4385.0000,,,,,146.0000,0.0000,731.0000,EAGLE FORD DRY,,1010.0000,0.0000,GULF COAST WEST,3385.0000,564.0000,0.0000,EAGLEFORD,0.0000,9.0000,53.0000,53143.0000,0,,1010,2006-01-26,0,735.0000,815.0000,,,,,0.0000,0.0000,1488.0000,2,,,248.0000,2,1.0000,2,2306.00000,2309.00000,0.570000,,2006-01-11,1,1,"MAGNUM PRODUCING, LP",,219651,3.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1897497,19,-96.7771398,,,P-330,"MAGNUM PRODUCING, LP","HARDY, W",115223271,,3375.0000,0.0000,0
42285331710000,"MAGNUM PRODUCING, LP",CHICOLETE CREEK,1,LAVACA (TX),3120,GAS,WORKED OVER TO ANOTHER ZONE,H,4200.00000,2005-08-01,2006-05-01,2009-05-01,37,309044.0000,,161.0000,,14,997.0000,99690.0000,51668.0000,EAGLE FORD DRY,,9957.0000,0.0000,GULF COAST WEST,70470.0000,11745.0000,22732.0000,EAGLEFORD,0.0000,61.0000,366.0000,366133.0000,322,26,116159,2008-05-19,37470,740.0000,1290.0000,,136118.5190,1919530.00,7.3470,0.0000,14.0000,16924.0000,12,31.0000,15,2821.0000,12,17.0000,12,3126.00000,3133.00000,0.560000,,2006-03-08,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,219885,7.00,,"KEMPER, E.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1197614,564,-96.9236614,,,P-330,"MAGNUM PRODUCING, LP","SWINGLE, L E",115223247,135.0000,18376.0000,5928.0000,0
42239333420000,"MAGNUM PRODUCING, LP",SGH ROYALTY,1,JACKSON (TX),FRIO,GAS,INACTIVE,V,6050.00000,2005-10-30,2006-01-01,2007-07-01,19,395855.0000,,,,,33.0000,422246.0000,65976.0000,,,1448.0000,0.0000,GULF COAST WEST,182754.0000,30459.0000,194939.0000,,0.0000,206.0000,1238.0000,1238036.0000,35,,211933,2007-05-18,226063,700.0000,1850.0000,,,,,0.0000,0.0000,39982.0000,3,,,6664.0000,3,40.0000,3,,,0.560000,,2005-11-16,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,219656,,,HIGH STAR,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.0727768,63,-96.5661706,,,P-330,"MAGNUM PRODUCING, LP","REED, T J",115223244,,183922.0000,196183.0000,0
42089004710000,"MAGNUM PRODUCING, LP",POWELL-GLAZE UNIT,1,COLORADO (TX),WILCOX 9900,GAS,WORKED OVER TO ANOTHER ZONE,D,11455.00000,2005-04-28,2006-06-01,2012-03-01,67,118089.0000,,3016.0000,,,98.0000,1744.0000,22697.0000,,134,4717.0000,222.0000,GULF COAST CENTRAL,15330.0000,2777.0000,157.0000,EAGLEBINE,1.0000,19.0000,108.0000,112742.0000,2,101,9506,2008-06-14,212,60.0000,3406.0000,123440.00,62580.9520,39150.00,15.9790,8.1000,0.0000,8853.0000,17,430.0000,17,1906.0000,17,11.0000,17,9832.00000,9838.00000,0.700000,47.700000,2006-05-16,1,1,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,218910,6.00,,"ROCK ISL., W.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.5135962,456,-96.5991379,,,P-330,"MAGNUM PRODUCING, LP","POTTER, L J",114715017,210.0000,13142.0000,291.0000,0
42297344170000,"MAGNUM PRODUCING, LP",CORZINE GAS UNIT,1,LIVE OAK (TX),WILCOX 10300,GAS,P & A,V,13253.00000,2004-08-08,2005-12-01,2008-05-01,28,144318.0000,,4195.0000,,,1.0000,6808.0000,28248.0000,EAGLE FORD DRY,,16066.0000,2863.0000,GULF COAST WEST,84948.0000,17021.0000,3332.0000,EAGLEFORD,42.0000,171.0000,776.0000,1028742.0000,0,1243,52474,2009-10-01,2195,0.0000,0.0000,18460.00,77483.1460,34400.00,12.9060,54.2000,0.0000,24067.0000,2,1304.0000,1,5315.0000,2,32.0000,2,10251.00000,10278.00000,0.710000,52.200000,2005-12-14,1,1,COPANO FIELD SERV/LIVE OAK L.P.,"GULFMARK ENERGY, INC.",218342,27.00,,"MIKESKA, N.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,16,USA,,,28.2836337,394,-98.0837701,,,P-330,"MAGNUM PRODUCING, LP","RAMIRES, E",114714978,89.0000,6896.0000,1281.0000,0
42285331460000,"MAGNUM PRODUCING, LP",PLOEGER,1 T,LAVACA (TX),2300,GAS,P & A,V,3000.00000,2005-04-30,2005-07-01,2006-12-01,18,75026.0000,,,,,280.0000,258839.0000,12504.0000,EAGLE FORD DRY,,6839.0000,0.0000,GULF COAST WEST,41519.0000,6920.0000,143240.0000,EAGLEFORD,0.0000,61.0000,363.0000,363226.0000,966,,41519,2006-11-27,143240,910.0000,959.0000,,,,,0.0000,0.0000,11260.0000,2,,,1877.0000,2,11.0000,2,2286.00000,2291.00000,0.570000,,2005-05-21,1,1,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",218325,5.00,,BORCHERS,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1423204,299,-96.8381823,,,P-330,"MAGNUM PRODUCING, LP","LEEDS, J",114714962,,33507.0000,115599.0000,0
42285331470000,"MAGNUM PRODUCING, LP",PLOEGER 'A',2,LAVACA (TX),2200,GAS,P & A,V,3000.00000,2005-05-06,2005-10-01,2006-07-01,10,4545.0000,,4.0000,,,329.0000,0.0000,762.0000,EAGLE FORD DRY,,1173.0000,4.0000,GULF COAST WEST,3715.0000,623.0000,0.0000,EAGLEFORD,0.0000,7.0000,39.0000,39067.0000,0,,,2005-10-29,,925.0000,955.0000,,1136250.0000,1136250.00,0.8800,0.0000,0.0000,1173.0000,1,4.0000,1,196.0000,1,1.0000,1,2175.00000,2177.00000,0.560000,,2005-09-01,1,1,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",218344,2.00,,BORCHERS,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1502322,299,-96.8290836,,,P-330,"MAGNUM PRODUCING, LP","LEEDS, J",114714961,4.0000,4545.0000,0.0000,0
42285331460000,"MAGNUM PRODUCING, LP",PLOEGER,1 C,LAVACA (TX),2200,GAS,P & A,V,3000.00000,2005-04-30,2005-07-01,2006-12-01,18,60253.0000,,,,,783.0000,105655.0000,10042.0000,EAGLE FORD DRY,,6930.0000,0.0000,GULF COAST WEST,31388.0000,5231.0000,55040.0000,EAGLEFORD,0.0000,22.0000,134.0000,133935.0000,1373,,31388,2006-11-28,55040,900.0000,960.0000,,,,,0.0000,0.0000,7741.0000,4,,,1290.0000,4,8.0000,4,2246.00000,2252.00000,0.570000,,2005-05-21,1,1,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",218324,6.00,,BORCHERS,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1423204,299,-96.8381823,,,P-330,"MAGNUM PRODUCING, LP","LEEDS, J",114714960,,28865.0000,50615.0000,0
42015302410000,"MAGNUM PRODUCING, LP",HINTZ ESTATE 'A',1,AUSTIN (TX),WILCOX CONS.,GAS,ACTIVE,V,11100.00000,2006-01-13,2006-05-01,2020-12-01,168,724257.0000,86,20.0000,,,1679.0000,2847.0000,120729.0000,,,5649.0000,0.0000,GULF COAST CENTRAL,68714.0000,11452.0000,270.0000,EAGLEBINE,0.0000,91.0000,546.0000,545700.0000,7,,26096,2010-12-15,103,58.0000,2150.0000,,,36212850.00,,0.0000,0.0000,16371.0000,2,3.0000,31,2729.0000,2,16.0000,2,10412.00000,10466.00000,0.670000,,2006-05-11,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,217825,54.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,180,USA,,,29.7653748,364,-96.1940498,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,114125501,,32877.0000,130.0000,0
42285331240000,"MAGNUM PRODUCING, LP",BORCHERS,1 C,LAVACA (TX),3100,GAS,P & A,V,4531.00000,2005-01-28,2005-09-01,2007-01-01,17,151493.0000,,,,,121.0000,1363.0000,25249.0000,EAGLE FORD DRY,,6783.0000,0.0000,GULF COAST WEST,44027.0000,7338.0000,397.0000,EAGLEFORD,0.0000,43.0000,260.0000,260258.0000,1,,36922,2007-05-01,333,0.0000,0.0000,,,,,0.0000,0.0000,14259.0000,10,,,2377.0000,10,14.0000,10,3162.00000,3166.00000,0.560000,,2005-09-01,1,1,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",217733,4.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1920660,19,-96.7612143,,,P-330,"MAGNUM PRODUCING, LP","HARDY, W",114125445,,114571.0000,1030.0000,0
42285331230000,"MAGNUM PRODUCING, LP","BORCHERS ""A""",2 T,LAVACA (TX),2300,GAS,INACTIVE,V,4500.00000,2003-11-21,2005-08-01,2008-10-01,33,82726.0000,,1.0000,,1,,2911.0000,13789.0000,EAGLE FORD DRY,,903.0000,0.0000,GULF COAST WEST,40855.0000,6809.0000,1439.0000,EAGLEFORD,0.0000,40.0000,239.0000,239200.0000,0,,16229,2006-11-30,570,590.0000,970.0000,,8055000.0000,82726000.00,0.1240,0.0000,,8915.0000,5,1.0000,1,1486.0000,5,9.0000,5,2296.00000,2300.00000,0.560000,,2005-08-20,1,1,"MAGNUM PRODUCING, LP",,217738,4.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1947270,19,-96.7739680,,,P-330,"MAGNUM PRODUCING, LP","HARDY, W",114125444,1.0000,8055.0000,284.0000,0
42285331230000,"MAGNUM PRODUCING, LP","BORCHERS ""A""",2 C,LAVACA (TX),2200,GAS,INACTIVE,V,4500.00000,2003-11-21,2005-08-01,2006-11-01,14,15691.0000,,,,,1432.0000,0.0000,2615.0000,EAGLE FORD DRY,,630.0000,0.0000,GULF COAST WEST,7002.0000,1167.0000,0.0000,EAGLEFORD,0.0000,14.0000,86.0000,85533.0000,0,,5915,2005-08-31,0,565.0000,880.0000,,,,,0.0000,0.0000,2566.0000,2,,,428.0000,2,3.0000,2,2148.00000,2153.00000,0.560000,,2005-08-20,1,1,"MAGNUM PRODUCING, LP",,217736,5.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1947270,19,-96.7739680,,,P-330,"MAGNUM PRODUCING, LP","HARDY, W",114125443,,9776.0000,0.0000,0
42285331240000,"MAGNUM PRODUCING, LP",BORCHERS,1 T,LAVACA (TX),FRIO 3400,GAS,P & A,V,4531.00000,2005-01-28,,,,,,,,,,,,EAGLE FORD DRY,,,,GULF COAST WEST,,,,EAGLEFORD,,,,,,,,2007-05-01,,0.0000,0.0000,,,,,,,,,,,,,,,3306.00000,3308.00000,,,2005-09-01,1,,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",217734,2.00,,MORALES NORTH,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1920660,19,-96.7612143,,,P-330,"MAGNUM PRODUCING, LP","HARDY, W",114125442,,,,0
42239333180000,"MAGNUM PRODUCING, LP",LIGHT BROTHERS,1,JACKSON (TX),3400,GAS,P & A,V,4012.00000,2005-06-28,2005-09-01,2007-05-01,20,254189.0000,,,,,963.0000,1293.0000,42365.0000,,,6974.0000,0.0000,GULF COAST WEST,64099.0000,10683.0000,325.0000,,0.0000,75.0000,448.0000,448484.0000,7,,94866,2007-05-01,481,896.0000,1340.0000,,,,,0.0000,0.0000,20088.0000,16,,,3348.0000,16,20.0000,16,3347.00000,3353.00000,0.560000,,2005-07-14,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,217812,6.00,,MORALES,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1213559,282,-96.7994618,,,P-330,"MAGNUM PRODUCING, LP",INT&GN RR CO,114125441,,159323.0000,812.0000,0
42355336830000,"MAGNUM PRODUCING, LP",SCARBOROUGH,1,NUECES (TX),VICKSBURG CONSL.,OIL,ACTIVE,V,12200.00000,2004-12-08,2005-10-01,2020-12-01,170,104698.0000,8,18883.0000,2,61,153.0000,0.0000,36333.0000,,56,,105.0000,GULF COAST WEST,0.0000,105.0000,0.0000,,2.0000,2.0000,0.0000,9214.0000,0,790,3253,2008-09-22,0,,,,4214.2860,5540.00,237.2880,0.0000,398.7000,7094.0000,3,1347.0000,37,2443.0000,38,15.0000,38,9387.00000,9399.00000,,40.000000,2005-10-26,1,1,,"GULFMARK ENERGY, INC.",13355,12.00,,AGUA DULCE,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.7937508,62,-97.7776624,,,P-330,"MAGNUM PRODUCING, LP","CHEIVERS, J",113685871,714.0000,3009.0000,0.0000,0
42015301390000,"MAGNUM PRODUCING, LP","SUROVIK, FRANK",1,AUSTIN (TX),9100,OIL,ACTIVE,V,11082.00000,2001-09-30,2006-05-01,2020-12-01,175,74309.0000,6,8988.0000,0,,139.0000,0.0000,21373.0000,,79,30.0000,964.0000,GULF COAST CENTRAL,5730.0000,1919.0000,0.0000,EAGLEBINE,6.0000,10.0000,25.0000,62500.0000,0,95,369,2006-05-20,0,,,3970.00,19968.0850,8270.00,50.0800,251.7000,0.0000,1654.0000,4,233.0000,27,480.0000,4,3.0000,4,9428.00000,9434.00000,,39.400000,1974-02-01,1,1,,SHELL TRADING (US) COMPANY,24861,6.00,,NELSONVILLE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.9760568,,-96.3400649,,,P-330,"MAGNUM PRODUCING, LP",,113685867,94.0000,1877.0000,0.0000,0
42409325860000,"MAGNUM PRODUCING, LP","HARVEY, J.H. UNIT",1,SAN PATRICIO (TX),9-A FRIO,GAS,RECLASSIFIED TO ANOTHER TYPE OF ENTITY,V,9500.00000,2004-12-22,2006-03-01,2012-08-01,77,347218.0000,,29173.0000,,25,69.0000,0.0000,87043.0000,,290,3248.0000,1563.0000,GULF COAST WEST,19170.0000,4758.0000,0.0000,,9.0000,26.0000,102.0000,154333.0000,0,5002,29984,2006-03-07,0,1265.0000,2415.0000,11540.00,2123.3850,11900.00,470.9460,86.7000,362.3000,7647.0000,44,665.0000,34,1907.0000,34,11.0000,34,7860.00000,7862.00000,0.670000,52.000000,2006-02-28,1,1,SOUTHCROSS CCNG GATHERING LTD.,"FLINT HILLS RESOURCES, LP",216966,2.00,,HARVEY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9841119,231,-97.2649851,,,P-330,"MAGNUM PRODUCING, LP","SARGENT, G",113685441,3250.0000,6901.0000,0.0000,0
42015308980000,"MAGNUM PRODUCING, LP",HINTZ ESTATE 'A',5,AUSTIN (TX),WILCOX CONS.,GAS,INACTIVE,D,10900.00000,2005-07-04,2006-05-01,2010-03-01,29,421513.0000,,3451.0000,,2,,2737.0000,73703.0000,,425,39332.0000,1835.0000,GULF COAST CENTRAL,195802.0000,34469.0000,1188.0000,EAGLEBINE,15.0000,274.0000,1553.0000,1641067.0000,0,98,14684,2016-05-01,138,0.0000,0.0000,105890.00,,122140.00,,9.4000,,46592.0000,2,440.0000,2,8205.0000,2,49.0000,2,9812.00000,9824.00000,0.670000,54.700000,2006-05-12,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,216963,12.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,180,USA,,,29.7637698,364,-96.1975903,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,113685396,2.0000,,0.0000,0
